logical_path,current_git,01-NUR-INTEGRATION-20260722,02-NUR-WT-BACKEND,03-NUR-G10-G15,04-NUR-FABLE-ROOT,05-NUR-FABLE-CONTROL-MATRIX,06-NUR-LIVE-TALK-PROOF,07-NUR-DEMO-TALK-FIXED,08-NUR-DEMO-COUSIN,09-NUR-OLDER-LOCAL,10-NUR-DOWNLOADS-SOURCE,n_snapshots,n_distinct_versions,verdict
apps/api/app/omega/export_service.py,7020509b3719,7020509b3719,7020509b3719,7020509b3719,7020509b3719,7020509b3719,7020509b3719,7020509b3719,7020509b3719,-,7020509b3719,9,1,IDENTICAL_EVERYWHERE
apps/api/app/omega/learning_proposal_service.py,a92c40ba0caf,a92c40ba0caf,a92c40ba0caf,a92c40ba0caf,a92c40ba0caf,a92c40ba0caf,a92c40ba0caf,a92c40ba0caf,a92c40ba0caf,-,a92c40ba0caf,9,1,IDENTICAL_EVERYWHERE
apps/api/app/omega/prediction_ledger.py,d5c9bd394077,d5c9bd394077,d5c9bd394077,d5c9bd394077,d5c9bd394077,d5c9bd394077,d5c9bd394077,d5c9bd394077,d5c9bd394077,-,d5c9bd394077,9,1,IDENTICAL_EVERYWHERE
apps/api/app/omega/prompts.py,14d7d52dd315,14d7d52dd315,14d7d52dd315,14d7d52dd315,14d7d52dd315,14d7d52dd315,14d7d52dd315,14d7d52dd315,14d7d52dd315,-,14d7d52dd315,9,1,IDENTICAL_EVERYWHERE
apps/api/app/omega/replay_service.py,81cbb64f0a76,81cbb64f0a76,81cbb64f0a76,81cbb64f0a76,81cbb64f0a76,81cbb64f0a76,81cbb64f0a76,81cbb64f0a76,81cbb64f0a76,-,81cbb64f0a76,9,1,IDENTICAL_EVERYWHERE
apps/api/app/omega/review_queue_service.py,3bd7b9e0282e,3bd7b9e0282e,3bd7b9e0282e,3bd7b9e0282e,3bd7b9e0282e,3bd7b9e0282e,3bd7b9e0282e,3bd7b9e0282e,3bd7b9e0282e,-,3bd7b9e0282e,9,1,IDENTICAL_EVERYWHERE
apps/api/app/omega/routes.py,258b67756da2,258b67756da2,258b67756da2,258b67756da2,258b67756da2,258b67756da2,258b67756da2,258b67756da2,258b67756da2,-,258b67756da2,9,1,IDENTICAL_EVERYWHERE
apps/api/app/omega/safety_law.py,3713f935622d,3713f935622d,3713f935622d,3713f935622d,3713f935622d,3713f935622d,3713f935622d,3713f935622d,3713f935622d,-,3713f935622d,9,1,IDENTICAL_EVERYWHERE
apps/api/app/omega/schemas.py,db5cf2637cc5,db5cf2637cc5,db5cf2637cc5,db5cf2637cc5,db5cf2637cc5,db5cf2637cc5,db5cf2637cc5,db5cf2637cc5,db5cf2637cc5,-,db5cf2637cc5,9,1,IDENTICAL_EVERYWHERE
apps/api/app/omega/semantic_extraction_service.py,fcadf244f489,fcadf244f489,fcadf244f489,fcadf244f489,fcadf244f489,fcadf244f489,fcadf244f489,fcadf244f489,fcadf244f489,-,fcadf244f489,9,1,IDENTICAL_EVERYWHERE
apps/api/app/omega/why_changed_service.py,345f98fffe64,345f98fffe64,345f98fffe64,345f98fffe64,345f98fffe64,345f98fffe64,345f98fffe64,345f98fffe64,345f98fffe64,-,345f98fffe64,9,1,IDENTICAL_EVERYWHERE
apps/api/app/omega/workspace_service.py,23eb77f39d82,23eb77f39d82,23eb77f39d82,23eb77f39d82,23eb77f39d82,23eb77f39d82,23eb77f39d82,23eb77f39d82,23eb77f39d82,-,23eb77f39d82,9,1,IDENTICAL_EVERYWHERE
apps/api/app/schemas/__init__.py,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,-,e3b0c44298fc,9,1,IDENTICAL_EVERYWHERE
apps/api/app/schemas/auth.py,c00589bb56e7,c00589bb56e7,c00589bb56e7,f3a9d56a72b6,f3a9d56a72b6,c00589bb56e7,c00589bb56e7,c00589bb56e7,c00589bb56e7,-,f3a9d56a72b6,9,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/api/app/schemas/memory.py,25ff6fe29433,25ff6fe29433,25ff6fe29433,-,-,25ff6fe29433,25ff6fe29433,25ff6fe29433,25ff6fe29433,-,-,6,1,IDENTICAL_EVERYWHERE
apps/api/app/services/__init__.py,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,-,e3b0c44298fc,9,1,IDENTICAL_EVERYWHERE
apps/api/app/services/audit_service.py,482ff7732454,482ff7732454,482ff7732454,482ff7732454,482ff7732454,482ff7732454,482ff7732454,482ff7732454,482ff7732454,-,482ff7732454,9,1,IDENTICAL_EVERYWHERE
apps/api/app/services/auth_service.py,da215ca5f1d7,da215ca5f1d7,da215ca5f1d7,da215ca5f1d7,da215ca5f1d7,da215ca5f1d7,da215ca5f1d7,da215ca5f1d7,da215ca5f1d7,-,31fc0acf0e5c,9,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/api/app/services/domain_event_service.py,132324e32170,132324e32170,132324e32170,-,-,132324e32170,132324e32170,132324e32170,132324e32170,-,-,6,1,IDENTICAL_EVERYWHERE
apps/api/app/services/dr.py,7504b3d4ffed,7504b3d4ffed,-,-,-,-,-,-,-,-,-,1,1,IDENTICAL_EVERYWHERE
apps/api/app/services/engagement_policy.py,b6d5f7ab6ff4,b6d5f7ab6ff4,b6d5f7ab6ff4,-,-,b6d5f7ab6ff4,b6d5f7ab6ff4,b6d5f7ab6ff4,b6d5f7ab6ff4,-,-,6,1,IDENTICAL_EVERYWHERE
apps/api/app/services/glow_service.py,81d15c850f49,81d15c850f49,3d2bbb87e165,212d6e2b6aef,212d6e2b6aef,81d15c850f49,81d15c850f49,81d15c850f49,81d15c850f49,-,-,8,3,CURRENT_MATCHES_SOME_ARCHIVE
apps/api/app/services/object_storage.py,08ac4f3d1406,08ac4f3d1406,-,-,-,36c8a89099ba,36c8a89099ba,-,-,-,-,3,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/api/app/services/password_delivery.py,80771352bd8e,80771352bd8e,80771352bd8e,-,-,80771352bd8e,80771352bd8e,80771352bd8e,80771352bd8e,-,-,6,1,IDENTICAL_EVERYWHERE
apps/api/app/services/password_recovery_service.py,9d00e1a826a6,9d00e1a826a6,9d00e1a826a6,-,-,9d00e1a826a6,9d00e1a826a6,9d00e1a826a6,9d00e1a826a6,-,-,6,1,IDENTICAL_EVERYWHERE
apps/api/app/services/project_execution.py,ecde47ba13cb,ecde47ba13cb,-,-,-,1f29f517b4a7,1f29f517b4a7,-,-,-,-,3,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/api/app/services/rate_limit.py,b03fc5b21545,b03fc5b21545,7223aa3e6cb0,bc0fde6c5cd9,bc0fde6c5cd9,7223aa3e6cb0,7223aa3e6cb0,7223aa3e6cb0,7223aa3e6cb0,-,bc0fde6c5cd9,9,3,CURRENT_MATCHES_SOME_ARCHIVE
apps/api/app/services/storage_hygiene.py,16614d0fed33,16614d0fed33,-,-,-,-,-,-,-,-,-,1,1,IDENTICAL_EVERYWHERE
apps/api/app/sharing/__init__.py,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,-,e3b0c44298fc,9,1,IDENTICAL_EVERYWHERE
apps/api/app/sharing/capsule_service.py,d9aef0b19432,d9aef0b19432,d9aef0b19432,d9aef0b19432,d9aef0b19432,d9aef0b19432,d9aef0b19432,d9aef0b19432,d9aef0b19432,-,d9aef0b19432,9,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/__init__.py,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,-,e3b0c44298fc,9,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/conftest.py,2836e4dfe4d4,2836e4dfe4d4,15c5bf2e68fc,15c5bf2e68fc,15c5bf2e68fc,2836e4dfe4d4,2836e4dfe4d4,15c5bf2e68fc,15c5bf2e68fc,-,15c5bf2e68fc,9,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/api/app/tests/fixtures/omega_cases.jsonl,72cdab32baa3,72cdab32baa3,72cdab32baa3,72cdab32baa3,72cdab32baa3,72cdab32baa3,72cdab32baa3,72cdab32baa3,72cdab32baa3,-,72cdab32baa3,9,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/fixtures/omega_v1_messy_project_cases.jsonl,ee2ab4892937,ee2ab4892937,ee2ab4892937,ee2ab4892937,ee2ab4892937,ee2ab4892937,ee2ab4892937,ee2ab4892937,ee2ab4892937,-,ee2ab4892937,9,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/fixtures/verifier_cases.jsonl,e8d906138269,e8d906138269,e8d906138269,e8d906138269,e8d906138269,e8d906138269,e8d906138269,e8d906138269,e8d906138269,-,e8d906138269,9,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_ai_provider_failures.py,ac9cbeb86392,ac9cbeb86392,ac9cbeb86392,123eaa19a461,123eaa19a461,ac9cbeb86392,ac9cbeb86392,ac9cbeb86392,ac9cbeb86392,-,123eaa19a461,9,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/api/app/tests/test_ai_structured_outputs.py,24e70d946956,24e70d946956,24e70d946956,24e70d946956,24e70d946956,24e70d946956,24e70d946956,24e70d946956,24e70d946956,-,24e70d946956,9,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_am_project_execution.py,7162d4b4ef4e,7162d4b4ef4e,-,-,-,7162d4b4ef4e,7162d4b4ef4e,-,-,-,-,3,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_am_project_quota.py,42f06e55afe0,42f06e55afe0,-,-,-,-,-,-,-,-,-,1,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_am_project_recovery.py,2a4ce6b59db9,2a4ce6b59db9,-,-,-,-,-,-,-,-,-,1,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_am_project_storage.py,fbbe50a73e70,fbbe50a73e70,-,-,-,fbbe50a73e70,fbbe50a73e70,-,-,-,-,3,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_am_projects.py,5cabd00e63c9,5cabd00e63c9,5cabd00e63c9,5cabd00e63c9,5cabd00e63c9,5cabd00e63c9,5cabd00e63c9,5cabd00e63c9,5cabd00e63c9,-,-,8,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_auth.py,82de1c4d5ccf,82de1c4d5ccf,82de1c4d5ccf,82de1c4d5ccf,82de1c4d5ccf,82de1c4d5ccf,82de1c4d5ccf,82de1c4d5ccf,82de1c4d5ccf,-,168432416b10,9,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/api/app/tests/test_billing.py,3caf565f17b1,3caf565f17b1,3caf565f17b1,-,-,3caf565f17b1,3caf565f17b1,3caf565f17b1,3caf565f17b1,-,-,6,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_bounded_load.py,2a5e15a90507,2a5e15a90507,-,-,-,-,-,-,-,-,-,1,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_capsules.py,49a0938af247,49a0938af247,49a0938af247,49a0938af247,49a0938af247,49a0938af247,49a0938af247,49a0938af247,49a0938af247,-,49a0938af247,9,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_cognition.py,b3a882f2bc86,b3a882f2bc86,b3a882f2bc86,8223bdbd3957,8223bdbd3957,b3a882f2bc86,b3a882f2bc86,b3a882f2bc86,b3a882f2bc86,-,8223bdbd3957,9,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/api/app/tests/test_cognition_streaming.py,495f7e362a6a,495f7e362a6a,495f7e362a6a,a3ac95127128,a3ac95127128,495f7e362a6a,495f7e362a6a,495f7e362a6a,495f7e362a6a,-,-,8,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/api/app/tests/test_community_completion.py,5d70c1e2649c,5d70c1e2649c,-,5d70c1e2649c,-,5d70c1e2649c,5d70c1e2649c,5d70c1e2649c,-,-,-,5,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_consultations.py,e0d082abfd31,e0d082abfd31,e0d082abfd31,e0d082abfd31,e0d082abfd31,e0d082abfd31,e0d082abfd31,e0d082abfd31,e0d082abfd31,-,-,8,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_demo_seed_consultation.py,75181845547f,75181845547f,-,-,-,75181845547f,75181845547f,-,-,-,-,3,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_dr.py,c194705084e4,c194705084e4,-,-,-,-,-,-,-,-,-,1,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_feature_lock_endpoints.py,77fe8b33a5d5,77fe8b33a5d5,77fe8b33a5d5,77fe8b33a5d5,77fe8b33a5d5,77fe8b33a5d5,77fe8b33a5d5,77fe8b33a5d5,77fe8b33a5d5,-,77fe8b33a5d5,9,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_group_nur.py,bfb92a19442a,bfb92a19442a,bfb92a19442a,bfb92a19442a,bfb92a19442a,bfb92a19442a,bfb92a19442a,bfb92a19442a,bfb92a19442a,-,-,8,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_group_research_completion.py,98288dfc6b7a,98288dfc6b7a,-,98288dfc6b7a,-,98288dfc6b7a,98288dfc6b7a,98288dfc6b7a,-,-,-,5,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_health.py,66b1cf1d86f3,66b1cf1d86f3,10b5149a1daa,10b5149a1daa,10b5149a1daa,10b5149a1daa,10b5149a1daa,10b5149a1daa,10b5149a1daa,-,10b5149a1daa,9,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/api/app/tests/test_intelligence_contracts.py,375f51c27cd2,375f51c27cd2,375f51c27cd2,-,-,375f51c27cd2,375f51c27cd2,375f51c27cd2,375f51c27cd2,-,-,6,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_live_intelligence.py,7c1739ea5f92,7c1739ea5f92,7c1739ea5f92,7c1739ea5f92,7c1739ea5f92,7c1739ea5f92,7c1739ea5f92,7c1739ea5f92,7c1739ea5f92,-,-,8,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_live_universe.py,0b4d9d322969,0b4d9d322969,0b4d9d322969,0b4d9d322969,0b4d9d322969,0b4d9d322969,0b4d9d322969,0b4d9d322969,0b4d9d322969,-,-,8,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_notifications.py,8cbaa294e159,8cbaa294e159,8cbaa294e159,8cbaa294e159,8cbaa294e159,8cbaa294e159,8cbaa294e159,8cbaa294e159,8cbaa294e159,-,-,8,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_nur_spelling_guard.py,0beb4d4432b0,0beb4d4432b0,0beb4d4432b0,0beb4d4432b0,0beb4d4432b0,0beb4d4432b0,0beb4d4432b0,0beb4d4432b0,0beb4d4432b0,-,-,8,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_omega.py,47208b4328d6,47208b4328d6,47208b4328d6,31f3e15dc792,31f3e15dc792,47208b4328d6,47208b4328d6,47208b4328d6,47208b4328d6,-,31f3e15dc792,9,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/api/app/tests/test_ops_diagnostics.py,3874c38abb21,3874c38abb21,-,-,-,3874c38abb21,3874c38abb21,-,-,-,-,3,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_password_recovery.py,845438a1bb70,845438a1bb70,845438a1bb70,-,-,845438a1bb70,845438a1bb70,845438a1bb70,845438a1bb70,-,-,6,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_personal_memory.py,8c8a5c440d0b,8c8a5c440d0b,8c8a5c440d0b,-,-,8c8a5c440d0b,8c8a5c440d0b,8c8a5c440d0b,8c8a5c440d0b,-,-,6,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_product_surfaces.py,1425b9ef3d11,1425b9ef3d11,1425b9ef3d11,1425b9ef3d11,1425b9ef3d11,1425b9ef3d11,1425b9ef3d11,1425b9ef3d11,1425b9ef3d11,-,1425b9ef3d11,9,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_rls.py,9fbdbb0e15b8,9fbdbb0e15b8,9fbdbb0e15b8,9fbdbb0e15b8,9fbdbb0e15b8,9fbdbb0e15b8,9fbdbb0e15b8,9fbdbb0e15b8,9fbdbb0e15b8,-,9fbdbb0e15b8,9,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_sol_contract_routes.py,442620d00ed8,442620d00ed8,442620d00ed8,442620d00ed8,442620d00ed8,442620d00ed8,442620d00ed8,442620d00ed8,442620d00ed8,-,-,8,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_sol_living_system.py,cf09225213b4,cf09225213b4,253f09fbf7c5,cf09225213b4,253f09fbf7c5,cf09225213b4,cf09225213b4,cf09225213b4,cf09225213b4,-,-,8,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/api/app/tests/test_storage_hygiene.py,e50641fd34f9,e50641fd34f9,-,-,-,-,-,-,-,-,-,1,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_teach_nur.py,a33a116eb543,a33a116eb543,a33a116eb543,-,-,a33a116eb543,a33a116eb543,a33a116eb543,a33a116eb543,-,-,6,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_track_a_vertical_slice.py,2f5430491fb3,2f5430491fb3,87372b7ab121,87372b7ab121,87372b7ab121,2f5430491fb3,2f5430491fb3,2f5430491fb3,2f5430491fb3,-,-,8,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/api/app/tests/test_translations.py,84fb6ae22748,84fb6ae22748,-,84fb6ae22748,-,84fb6ae22748,84fb6ae22748,84fb6ae22748,84fb6ae22748,-,-,6,1,IDENTICAL_EVERYWHERE
apps/api/app/tests/test_verifier_grounding.py,651c3f517da8,651c3f517da8,651c3f517da8,651c3f517da8,651c3f517da8,651c3f517da8,651c3f517da8,651c3f517da8,651c3f517da8,-,651c3f517da8,9,1,IDENTICAL_EVERYWHERE
apps/api/app/universe/__init__.py,97bba013e31e,97bba013e31e,97bba013e31e,97bba013e31e,97bba013e31e,97bba013e31e,97bba013e31e,97bba013e31e,97bba013e31e,-,-,8,1,IDENTICAL_EVERYWHERE
apps/api/app/universe/live_service.py,b0425d27036a,b0425d27036a,b0425d27036a,b0425d27036a,b0425d27036a,b0425d27036a,b0425d27036a,b0425d27036a,b0425d27036a,-,-,8,1,IDENTICAL_EVERYWHERE
apps/api/app/workers/__init__.py,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,e3b0c44298fc,-,e3b0c44298fc,9,1,IDENTICAL_EVERYWHERE
apps/api/app/workers/celery_app.py,48c1ff08c502,48c1ff08c502,48c1ff08c502,48c1ff08c502,48c1ff08c502,48c1ff08c502,48c1ff08c502,48c1ff08c502,48c1ff08c502,-,48c1ff08c502,9,1,IDENTICAL_EVERYWHERE
apps/api/app/workers/tasks.py,d081924d1182,d081924d1182,8fdf668a28a9,8fdf668a28a9,8fdf668a28a9,d081924d1182,d081924d1182,8fdf668a28a9,8fdf668a28a9,-,8fdf668a28a9,9,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/api/celerybeat-schedule,ABSENT,-,-,-,a4981391ce58,-,f451acd49bb3,6cfeabf04526,2e918c34e884,-,-,4,4,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/api/celerybeat-schedule-shm,ABSENT,-,-,-,-,-,-,eba086c19e0b,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/api/celerybeat-schedule-wal,ABSENT,-,-,-,-,-,-,4702a60b3b28,-,-,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/api/pyproject.toml,6100e3de106e,6100e3de106e,dbed54b4ad7d,bd405092ae32,bd405092ae32,6100e3de106e,6100e3de106e,dbed54b4ad7d,dbed54b4ad7d,-,bd405092ae32,9,3,CURRENT_MATCHES_SOME_ARCHIVE
apps/api/requirements.lock,f868ae9d8da5,f868ae9d8da5,f868ae9d8da5,c6da82494b39,c6da82494b39,f868ae9d8da5,f868ae9d8da5,f868ae9d8da5,f868ae9d8da5,-,c6da82494b39,9,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/mobile/App.tsx,ee1f2502d980,ee1f2502d980,ee1f2502d980,ee1f2502d980,ee1f2502d980,ee1f2502d980,ee1f2502d980,ee1f2502d980,ee1f2502d980,-,ee1f2502d980,9,1,IDENTICAL_EVERYWHERE
apps/mobile/README.md,34caeb174b4b,34caeb174b4b,34caeb174b4b,34caeb174b4b,34caeb174b4b,34caeb174b4b,34caeb174b4b,34caeb174b4b,34caeb174b4b,-,34caeb174b4b,9,1,IDENTICAL_EVERYWHERE
apps/mobile/app.json,4de4fdc24ee2,4de4fdc24ee2,4de4fdc24ee2,4de4fdc24ee2,4de4fdc24ee2,4de4fdc24ee2,4de4fdc24ee2,4de4fdc24ee2,4de4fdc24ee2,-,4de4fdc24ee2,9,1,IDENTICAL_EVERYWHERE
apps/mobile/native-stubs.d.ts,8f73cd6702bd,8f73cd6702bd,8f73cd6702bd,8f73cd6702bd,8f73cd6702bd,8f73cd6702bd,8f73cd6702bd,8f73cd6702bd,8f73cd6702bd,-,8f73cd6702bd,9,1,IDENTICAL_EVERYWHERE
apps/mobile/package.json,d8531fc11240,d8531fc11240,d8531fc11240,d8531fc11240,d8531fc11240,d8531fc11240,d8531fc11240,d8531fc11240,d8531fc11240,-,2f2b2c2d7108,9,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/mobile/tsconfig.json,efd3095b855a,efd3095b855a,efd3095b855a,efd3095b855a,efd3095b855a,efd3095b855a,efd3095b855a,efd3095b855a,efd3095b855a,-,efd3095b855a,9,1,IDENTICAL_EVERYWHERE
apps/web/.env.example,ABSENT,-,-,-,-,-,-,-,-,43bbd34be6e3,-,1,1,ARCHIVE_ONLY_NOT_IN_CURRENT
apps/web/Dockerfile,a91db5690e16,a91db5690e16,a91db5690e16,a91db5690e16,a91db5690e16,a91db5690e16,a91db5690e16,a91db5690e16,a91db5690e16,ac49cb00f02b,a91db5690e16,10,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/e2e/auth.spec.ts,bc5d7055b667,bc5d7055b667,bc5d7055b667,bc5d7055b667,bc5d7055b667,bc5d7055b667,bc5d7055b667,bc5d7055b667,bc5d7055b667,-,bc5d7055b667,9,1,IDENTICAL_EVERYWHERE
apps/web/e2e/button-registry.spec.ts,0e49a44875fd,0e49a44875fd,0e49a44875fd,0e49a44875fd,0e49a44875fd,0e49a44875fd,0e49a44875fd,0e49a44875fd,0e49a44875fd,-,f6abeaf1826b,9,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/e2e/capsule.spec.ts,f52fdba09b29,f52fdba09b29,f52fdba09b29,f52fdba09b29,f52fdba09b29,f52fdba09b29,f52fdba09b29,f52fdba09b29,f52fdba09b29,-,5196d2aaf2d5,9,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/e2e/community-group-nur.spec.ts,21dad99ba363,21dad99ba363,21dad99ba363,21dad99ba363,21dad99ba363,21dad99ba363,21dad99ba363,21dad99ba363,21dad99ba363,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/e2e/final-webkit-mobile.spec.ts,7f53123ca39b,7f53123ca39b,7f53123ca39b,7f53123ca39b,7f53123ca39b,7f53123ca39b,7f53123ca39b,7f53123ca39b,7f53123ca39b,-,7f53123ca39b,9,1,IDENTICAL_EVERYWHERE
apps/web/e2e/fresh-signup.spec.ts,84e6aa37ec7f,84e6aa37ec7f,84e6aa37ec7f,84e6aa37ec7f,84e6aa37ec7f,84e6aa37ec7f,84e6aa37ec7f,84e6aa37ec7f,84e6aa37ec7f,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/e2e/full-interface.spec.ts,ef4f6830beea,ef4f6830beea,ef4f6830beea,ef4f6830beea,ef4f6830beea,ef4f6830beea,ef4f6830beea,ef4f6830beea,ef4f6830beea,-,ef4f6830beea,9,1,IDENTICAL_EVERYWHERE
apps/web/e2e/global-setup.ts,8ef680ac2de4,8ef680ac2de4,8ef680ac2de4,8ef680ac2de4,8ef680ac2de4,8ef680ac2de4,8ef680ac2de4,8ef680ac2de4,8ef680ac2de4,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/e2e/helpers/nurMocks.ts,24456530cee5,24456530cee5,24456530cee5,24456530cee5,24456530cee5,24456530cee5,24456530cee5,24456530cee5,24456530cee5,-,81304f841a6d,9,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/e2e/helpers/v197Geometry.ts,92296ec2a5ac,92296ec2a5ac,92296ec2a5ac,92296ec2a5ac,92296ec2a5ac,92296ec2a5ac,92296ec2a5ac,92296ec2a5ac,92296ec2a5ac,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/e2e/landing-auth.spec.ts,e7318dc4e2a6,e7318dc4e2a6,e7318dc4e2a6,e7318dc4e2a6,e7318dc4e2a6,e7318dc4e2a6,e7318dc4e2a6,e7318dc4e2a6,e7318dc4e2a6,-,6a791165d838,9,2,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/e2e/omega-research.spec.ts,c7390fa339b4,c7390fa339b4,c7390fa339b4,c7390fa339b4,c7390fa339b4,c7390fa339b4,c7390fa339b4,c7390fa339b4,c7390fa339b4,-,c7390fa339b4,9,1,IDENTICAL_EVERYWHERE
apps/web/e2e/presentation-auth-recovery.spec.ts,f31ba92611bb,f31ba92611bb,f31ba92611bb,f31ba92611bb,f31ba92611bb,f31ba92611bb,f31ba92611bb,f31ba92611bb,f31ba92611bb,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/e2e/project-deliverables.spec.ts,0a16a83a0a01,0a16a83a0a01,-,-,-,0a16a83a0a01,0a16a83a0a01,-,-,-,-,3,1,IDENTICAL_EVERYWHERE
apps/web/e2e/sol-live-new-surfaces.spec.ts,6874c9deec57,6874c9deec57,6874c9deec57,6874c9deec57,6874c9deec57,6874c9deec57,6874c9deec57,6874c9deec57,6874c9deec57,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/e2e/sol-living-v197.spec.ts,bed0f98c217f,bed0f98c217f,bed0f98c217f,bed0f98c217f,bed0f98c217f,bed0f98c217f,bed0f98c217f,bed0f98c217f,bed0f98c217f,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/e2e/talk-persistence.spec.ts,044fc42eb098,044fc42eb098,044fc42eb098,044fc42eb098,044fc42eb098,044fc42eb098,044fc42eb098,044fc42eb098,044fc42eb098,-,044fc42eb098,9,1,IDENTICAL_EVERYWHERE
apps/web/e2e/talk.spec.ts,310a0b63b6f1,310a0b63b6f1,8375c306421c,8375c306421c,8375c306421c,310a0b63b6f1,310a0b63b6f1,310a0b63b6f1,8375c306421c,-,8ab3c73e2521,9,3,CURRENT_MATCHES_SOME_ARCHIVE
apps/web/e2e/track-a-mobile-webkit.spec.ts,924cd70e8247,924cd70e8247,924cd70e8247,924cd70e8247,924cd70e8247,924cd70e8247,924cd70e8247,924cd70e8247,924cd70e8247,-,-,8,1,IDENTICAL_EVERYWHERE
apps/web/e2e/track-a-sellable.spec.ts,5dbfd932c001,5dbfd932c001,5dbfd932c001,5dbfd932c001,5dbfd932c001,5dbfd932c001,5dbfd932c001,5dbfd932c001,5dbfd932c001,-,-,8,1,IDENTICAL_EVERYWHERE
